Audio file,Start,End,Text Full Verbatim
Hari Minggoean_001,0:18:29,0:18:37,"Sejujurnya staminaku juga jelek sih sebenernya dibandingkan temen-temenku yang lain, staminaku jelek banget.","Sejujurnya staminaku juga jelek sih sebenernya dibandingkan temen-temenku yang lain, staminaku jelek banget."
Hari Minggoean_001,0:18:37,0:18:45,Jadi ada sebuah kepuasan dari diriku kalau bisa berlari.,Jadi ada sebuah kepuasan dari diriku kalau bisa berlari.
Hari Minggoean_001,0:18:45,0:19:29,"Saya berlari-berlari, aku mendapatkan kayak apa namanya? sebuah refreshment, otak jadi segar, kemudian badan juga ya walaupun memang capek, tapi juga kerasa lebih sehat, lebih fit, sendi-sendi itu kayak aktif kembali dan segala macem dan terutama pemikiran sih, pemikiran itu jadi bisa lebih plong, bisa lebih ngeliat sesuatu lebih jernih, nggak cloudy, nggak berpikiran terlalu negatif dan ya seharusnya aku lari lebih banyak karena belakangan aku udah gak lari hampir sebulan gak lari sama sekali hampir sebulan gak lari sama sekali pun kalau lari.","Saya berlari-berlari, aku mendapatkan kayak apa namanya? sebuah refreshment, otak jadi segar, kemudian badan juga ya walaupun memang capek, tapi juga kerasa lebih sehat, lebih fit, sendi-sendi itu kayak aktif kembali dan segala macem dan terutama pemikiran sih, pemikiran itu jadi bisa lebih plong, bisa lebih ngeliat sesuatu lebih jernih, nggak cloudy, nggak berpikiran terlalu negatif dan ya seharusnya aku lari lebih banyak karena belakangan aku udah gak lari hampir sebulan gak lari sama sekali hampir sebulan gak lari sama sekali pun kalau lari."
Hari Minggoean_001,0:19:29,0:19:33,Itu cuma 20 menit itu juga sekali.,Itu cuma 20 menit itu juga sekali.
Hari Minggoean_001,0:19:33,0:19:36,Dua kali yang aku bilang sebulan kemarin.,Dua kali yang aku bilang sebulan kemarin.
Hari Minggoean_001,0:19:36,0:19:43,Payahlah ya pokoknya kayaknya aku harus mulai,Payahlah ya pokoknya kayaknya aku harus mulai
Hari Minggoean_001,0:19:43,0:19:50,merutinkan lari itu. Kemudian aku juga baca.,merutinkan lari itu. Kemudian aku juga baca.
Hari Minggoean_001,0:19:50,0:19:55,Buku Hidden Potential dari aduh aku lupa.,Buku Hidden Potential dari aduh aku lupa.
Hari Minggoean_001,0:19:55,0:19:59,"Lagi namanya Grant siapa gitu, nama belakangnya","Lagi namanya Grant siapa gitu, nama belakangnya"
Hari Minggoean_001,0:19:59,0:20:03,Grant. Ada satu konsep di buku ini.,Grant. Ada satu konsep di buku ini.
Hari Minggoean_001,0:20:03,0:20:44,"Yang menurutku menarik yang aku catat disini adalah a minimum lovable product ini lagi, buku ini, eh pada chapter ini lagi ngebahas soal imperfection bahwa sesuatu itu tidak harus dicari bentuk sempurnanya tapi kita juga bisa mendapatkan sesuatu, menikmati sesuatu yang notabene kita anggap imperfect Apa yang dimaksud a minimum loveable product Itu maksudnya sebuah produk, sebuah karya, sebuah pemikiran atau apapun itu.","Yang menurutku menarik yang aku catat disini adalah a minimum lovable product ini lagi, buku ini, eh pada chapter ini lagi ngebahas soal imperfection bahwa sesuatu itu tidak harus dicari bentuk sempurnanya tapi kita juga bisa mendapatkan sesuatu, menikmati sesuatu yang notabene kita anggap imperfect Apa yang dimaksud a minimum loveable product Itu maksudnya sebuah produk, sebuah karya, sebuah pemikiran atau apapun itu."
Hari Minggoean_001,0:20:44,0:21:08,"Yang kita hasilkan Yang bisa didapet, yang disukain Pokoknya sekedar disukain aja Jadi tujuannya Jadi yang Mungkin apa ya, lebih ke Minimumnya tadi Kata minimum Minimum itu cukup.","Yang kita hasilkan Yang bisa didapet, yang disukain Pokoknya sekedar disukain aja Jadi tujuannya Jadi yang Mungkin apa ya, lebih ke Minimumnya tadi Kata minimum Minimum itu cukup."
Hari Minggoean_001,0:21:08,0:21:40,"Maksimum itu bagian perfectnya. Jadi kita membuat produk yang cukup disukain aja. Ya, nggak bisa dibilang bagus banget, nggak semua orang suka juga, tapi ya kalau misalnya orang melihat sebuah produk, sebuah karya, atau apapun itu yang kita kerjakan, Atau mereka bilangnya, oke lah bisa dinikmati Itu mungkin bahasanya, bahasaku tuh membuat sebuah area atau sebuah ya apapun itu, sebuah produk.","Maksimum itu bagian perfectnya. Jadi kita membuat produk yang cukup disukain aja. Ya, nggak bisa dibilang bagus banget, nggak semua orang suka juga, tapi ya kalau misalnya orang melihat sebuah produk, sebuah karya, atau apapun itu yang kita kerjakan, Atau mereka bilangnya, oke lah bisa dinikmati Itu mungkin bahasanya, bahasaku tuh membuat sebuah area atau sebuah ya apapun itu, sebuah produk."
Hari Minggoean_001,0:21:40,0:21:46,"Yang bolehlah cukup Aku bisa memakai, it's.","Yang bolehlah cukup Aku bisa memakai, it's."
Hari Minggoean_001,0:21:46,0:22:00,"Useful, berguna, it's enjoyable, kalau misalnya itu sebuah tontonan atau sebuah hiburan. Oke, menurutku ini menghibur, enjoyable, and that's it, cukup. Dan dari situ kita perbaikin segala macam bla bla bla bla bla bla bla.","Useful, berguna, it's enjoyable, kalau misalnya itu sebuah tontonan atau sebuah hiburan. Oke, menurutku ini menghibur, enjoyable, and that's it, cukup. Dan dari situ kita perbaikin segala macam bla bla bla bla bla bla bla."
Hari Minggoean_001,0:22:00,0:22:05,Ada beberapa caranya dan aku rasa nggak,Ada beberapa caranya dan aku rasa nggak
Hari Minggoean_001,0:22:05,0:22:43,"begitu penting untuk dibahas, tapi pada dasarnya konsepnya itu Membuat sesuatu yang cukup aja, gak usah perfect Cukup, disukain, gak dibenci Atau mungkin itu ya bahasa yang lebih pas lagi menurutku adalah Membuat sesuatu yang tidak dibenci sama orang Itu dulu Gak usah yang bagus, gak usah yang apa Yang penting diterima, selesai Dari situ kita belajar, dari situ Kita dapat pengalaman apa yang bisa di improve dan segala macemnya.","begitu penting untuk dibahas, tapi pada dasarnya konsepnya itu Membuat sesuatu yang cukup aja, gak usah perfect Cukup, disukain, gak dibenci Atau mungkin itu ya bahasa yang lebih pas lagi menurutku adalah Membuat sesuatu yang tidak dibenci sama orang Itu dulu Gak usah yang bagus, gak usah yang apa Yang penting diterima, selesai Dari situ kita belajar, dari situ Kita dapat pengalaman apa yang bisa di improve dan segala macemnya."
Hari Minggoean_001,0:22:43,0:22:52,"Dan nah, begitu lah Membuat sesuatu yang minimum, yang cukup Nah, di minggu kemarin.","Dan nah, begitu lah Membuat sesuatu yang minimum, yang cukup Nah, di minggu kemarin."
Hari Minggoean_001,0:22:52,0:22:59,Juga aku Ke Jogja Fashion Week Yang mana itu sebuah pengalaman yang sangat menarik.,Juga aku Ke Jogja Fashion Week Yang mana itu sebuah pengalaman yang sangat menarik.
Hari Minggoean_001,0:22:59,0:23:14,"Buatku Jadi, aku punya temen deket dari SMA dan temen deketku ini ngajak Aku main. Itu malam minggu tuh eh malam minggu apa malam jumat ya?","Buatku Jadi, aku punya temen deket dari SMA dan temen deketku ini ngajak Aku main. Itu malam minggu tuh eh malam minggu apa malam jumat ya?"
Hari Minggoean_001,0:23:14,0:23:15,Malam...Oh.,Malam...Oh.
Hari Minggoean_001,0:23:15,0:23:24,Malam... apa malam kemis? malam jumat eh malam sabtu deng malam sabtu sabtu mal...eh jumat.,Malam... apa malam kemis? malam jumat eh malam sabtu deng malam sabtu sabtu mal...eh jumat.
Hari Minggoean_001,0:23:24,0:23:30,Malam sabtu malam sabtu nah iya malam sabtu.,Malam sabtu malam sabtu nah iya malam sabtu.
Hari Minggoean_001,0:23:30,0:23:32,"Malam Sabtu, ya dia kerja di","Malam Sabtu, ya dia kerja di"
Hari Minggoean_001,0:23:32,0:23:36,Jakarta Dia pasnya juga udah nikah Istrinya.,Jakarta Dia pasnya juga udah nikah Istrinya.
Hari Minggoean_001,0:23:36,0:23:39,Tuh stay di Jogja Jadi dia ada.,Tuh stay di Jogja Jadi dia ada.
Hari Minggoean_001,0:23:39,0:23:56,Beberapa waktu Hampir sebulan sekali Dua bulan sekali atau pada long weekend utamanya Dia tuh mesti pulang Nah di kepulangannya dia ke Jogja Pada kemarin itu dia ngajakin.,Beberapa waktu Hampir sebulan sekali Dua bulan sekali atau pada long weekend utamanya Dia tuh mesti pulang Nah di kepulangannya dia ke Jogja Pada kemarin itu dia ngajakin.
Hari Minggoean_001,0:23:56,0:24:01,Ngajakin jalan.,Ngajakin jalan.
Hari Minggoean_001,0:24:01,0:24:03,Bingung? Kayaknya istrinya.,Bingung? Kayaknya istrinya.
Hari Minggoean_001,0:24:03,0:24:07,Sih Istrinya ngajak ke Jogja Fashion Week.,Sih Istrinya ngajak ke Jogja Fashion Week.
Hari Minggoean_001,0:24:07,0:24:14,Nah ke Jogja Fashion Week tuh juga bukan dia suka fashion dan segala macem Bukan diantara kita gak ada yang suka-suka.,Nah ke Jogja Fashion Week tuh juga bukan dia suka fashion dan segala macem Bukan diantara kita gak ada yang suka-suka.
Hari Minggoean_001,0:24:14,0:24:22,Fashion banget Tapi kakaknya dari istrinya temanku.,Fashion banget Tapi kakaknya dari istrinya temanku.
Hari Minggoean_001,0:24:22,0:24:41,Itu Ada buka semacam galeri lah di Jogja Fashion Week kakainya ini bukan sembarangan orang kakainya ini seniman terkenal se-Indonesia mungkin orang nggak ngerti banyak seniman ya tapi.,Itu Ada buka semacam galeri lah di Jogja Fashion Week kakainya ini bukan sembarangan orang kakainya ini seniman terkenal se-Indonesia mungkin orang nggak ngerti banyak seniman ya tapi.
Hari Minggoean_001,0:24:41,0:24:46,"Kalau misalnya seniman, utamanya seni rupa di.","Kalau misalnya seniman, utamanya seni rupa di."
Hari Minggoean_001,0:24:46,0:24:52,skena-skena itu aku rasa nggak mungkin nggak ada yang tahu nama ini beliau namanya.,skena-skena itu aku rasa nggak mungkin nggak ada yang tahu nama ini beliau namanya.
Hari Minggoean_001,0:24:52,0:24:58,Eko Nugroho dia perupa utamanya sih kayaknya.,Eko Nugroho dia perupa utamanya sih kayaknya.
Hari Minggoean_001,0:24:58,0:25:03,Pelukis punya studio patung juga kalau nggak salah. And that's.,Pelukis punya studio patung juga kalau nggak salah. And that's.
Hari Minggoean_001,0:25:03,0:25:07,"Cool, man. Dia pokoknya.","Cool, man. Dia pokoknya."
Hari Minggoean_001,0:25:07,0:25:25,"Mendalami seni rupa. Dan dia itu juga punya satu IP yang menarik menurutku, namanya DGTMB atau Daging Tumbuh. Sebenernya kalau dilihat Daging Tumbuh itu kayak tumor gitu ya, tumor kayak kanker. Tumor lah.","Mendalami seni rupa. Dan dia itu juga punya satu IP yang menarik menurutku, namanya DGTMB atau Daging Tumbuh. Sebenernya kalau dilihat Daging Tumbuh itu kayak tumor gitu ya, tumor kayak kanker. Tumor lah."
Hari Minggoean_001,0:25:25,0:25:52,Bukan kanker. Sebenarnya ini IP komik yang sebenarnya itu tumbuh atau muncul dari keresahannya Mas Eko ini Dia merasa komik kok susah-susah dibikin tapi kok,Bukan kanker. Sebenarnya ini IP komik yang sebenarnya itu tumbuh atau muncul dari keresahannya Mas Eko ini Dia merasa komik kok susah-susah dibikin tapi kok
Hari Minggoean_001,0:25:52,0:26:02,"dibajak sama orang dari situ dia punya inisiatif, gimana kalau misalnya aku bikin komik.","dibajak sama orang dari situ dia punya inisiatif, gimana kalau misalnya aku bikin komik."
Hari Minggoean_001,0:26:02,0:26:09,Dan komiknya itu nanti dijual dan setelah.,Dan komiknya itu nanti dijual dan setelah.
Hari Minggoean_001,0:26:09,0:26:14,"Dijual, kalau misalnya komiknya itu mau difotokopi.","Dijual, kalau misalnya komiknya itu mau difotokopi."
Hari Minggoean_001,0:26:14,0:26:17,"Gak apa-apa, gak ada copyrightnya and that's.","Gak apa-apa, gak ada copyrightnya and that's."
Hari Minggoean_001,0:26:17,0:26:28,"Cool man, itu konsep yang sangat merakyat yang anti-kapitalisme Bukan anti-kapitalisme ya? Ya, kinda, kinda Agak-agak anti-kapitalisme.","Cool man, itu konsep yang sangat merakyat yang anti-kapitalisme Bukan anti-kapitalisme ya? Ya, kinda, kinda Agak-agak anti-kapitalisme."
Hari Minggoean_001,0:26:28,0:26:29,Agak-agak. Tapi.,Agak-agak. Tapi.
Hari Minggoean_001,0:26:29,0:26:29,Nggak.,Nggak.
Hari Minggoean_001,0:26:29,0:26:33,Kayak gitu sebenarnya. Kayak ada.,Kayak gitu sebenarnya. Kayak ada.
Hari Minggoean_001,0:26:33,0:26:41,"Perlawanan bahwa, sungguh bukan anti-kapitalisme juga ya? Kok ada.","Perlawanan bahwa, sungguh bukan anti-kapitalisme juga ya? Kok ada."
Hari Minggoean_001,0:26:41,0:26:44,Karya yang tidak dihargai? Mendingan tidak.,Karya yang tidak dihargai? Mendingan tidak.
Hari Minggoean_001,0:26:44,0:27:06,"Dihargai sekalian. Mungkin semangatnya semacam-semacam seperti itu. Aku sempat ikut seminarnya dan di situ Mas Eko dan teman-teman kolega-koleganya yang pernah bekerja sama-sama dia juga menceritakan pengalamannya bagaimana daging tumbuh ini tumbuh, berkembang seiring pergembangan zaman tapi.","Dihargai sekalian. Mungkin semangatnya semacam-semacam seperti itu. Aku sempat ikut seminarnya dan di situ Mas Eko dan teman-teman kolega-koleganya yang pernah bekerja sama-sama dia juga menceritakan pengalamannya bagaimana daging tumbuh ini tumbuh, berkembang seiring pergembangan zaman tapi."
Hari Minggoean_001,0:27:06,0:27:17,Alasannya yang jelas itu ada komik susah dibuat tapi dibajak akhirnya dia ngelawan ide.,Alasannya yang jelas itu ada komik susah dibuat tapi dibajak akhirnya dia ngelawan ide.
Hari Minggoean_001,0:27:17,0:27:35,"Itu, ngelawan gagasan itu, ngelawan fenomena itu dengan cara membuat komik yang tetap dijual Tapi kalau misalnya ada yang mau memfotokopi karya itu, karya komik itu, enggak masalah. Atau minta fotokopian, dipinjam dulu, terus buat fotokopi doang.","Itu, ngelawan gagasan itu, ngelawan fenomena itu dengan cara membuat komik yang tetap dijual Tapi kalau misalnya ada yang mau memfotokopi karya itu, karya komik itu, enggak masalah. Atau minta fotokopian, dipinjam dulu, terus buat fotokopi doang."
Hari Minggoean_001,0:27:35,0:27:38,"Enggak masalah. Nah, itu.","Enggak masalah. Nah, itu."
Hari Minggoean_001,0:27:38,0:28:20,"Pertama yang bikin Mas Eko doang. Kemudian berkembang ke Dia nyari komikus-komikus yang lainnya untuk berkontribusi di DGTMB ini. Oke lah, jadi kemana-mana kan. Aku kayaknya pengen ngebahas ini juga di unit lain lah, di episode lain atau mungkin di tulisan. tapi intinya DGTMB ini pada akhirnya juga membuat sebuah lini baru yaitu lini clothing dan lini clothing ini yang kita kunjungi dan kenapa alasan Fariz dan istrinya mengunyi Jogja Fashion Week.","Pertama yang bikin Mas Eko doang. Kemudian berkembang ke Dia nyari komikus-komikus yang lainnya untuk berkontribusi di DGTMB ini. Oke lah, jadi kemana-mana kan. Aku kayaknya pengen ngebahas ini juga di unit lain lah, di episode lain atau mungkin di tulisan. tapi intinya DGTMB ini pada akhirnya juga membuat sebuah lini baru yaitu lini clothing dan lini clothing ini yang kita kunjungi dan kenapa alasan Fariz dan istrinya mengunyi Jogja Fashion Week."
Hari Minggoean_001,0:28:20,0:28:22,Ke mana? ke salah.,Ke mana? ke salah.
Hari Minggoean_001,0:28:22,0:28:54,"Satu showroom salah satu ya ke tempat lini clothingnya di GTMB ini di Jogja Fashion Week oke dari sana itu udah lihat-lihat belanja-belanja, beli nah kebetulan banget di pas itu itu juga ada oh iya sebelum kita masuk ke event yang pengen aku bahas ini Aku juga pengen ngomong.","Satu showroom salah satu ya ke tempat lini clothingnya di GTMB ini di Jogja Fashion Week oke dari sana itu udah lihat-lihat belanja-belanja, beli nah kebetulan banget di pas itu itu juga ada oh iya sebelum kita masuk ke event yang pengen aku bahas ini Aku juga pengen ngomong."
Hari Minggoean_001,0:28:54,0:29:07,"Kalau, serius sumpah, di Jogja Fashion Week itu banyak brand-brand clothing lokal yang bagus gila desainnya. Bagus gila.","Kalau, serius sumpah, di Jogja Fashion Week itu banyak brand-brand clothing lokal yang bagus gila desainnya. Bagus gila."
Hari Minggoean_001,0:29:07,0:29:08,Kebanyakan warnanya.,Kebanyakan warnanya.
Hari Minggoean_001,0:29:08,0:29:21,"Natural. Kayak warna daun, warna tanah, ada yang batik juga. Dan design wise, it's really cool. Dan aku.","Natural. Kayak warna daun, warna tanah, ada yang batik juga. Dan design wise, it's really cool. Dan aku."
Hari Minggoean_001,0:29:21,0:29:32,"Nggak tau itu sebenernya dia laku apa nggak, gimana produksinya dia gimana, terus secara bisnis dia untung apa nggak, sehat atau nggak. Tapi yang.","Nggak tau itu sebenernya dia laku apa nggak, gimana produksinya dia gimana, terus secara bisnis dia untung apa nggak, sehat atau nggak. Tapi yang."
Hari Minggoean_001,0:29:32,0:29:36,Jelas bagus-bagus. Aku nggak.,Jelas bagus-bagus. Aku nggak.
Hari Minggoean_001,0:29:36,0:29:45,"Begitu mendalami soal bisnis fashion, tapi aku harap tidak seburuk yang aku bayangkan lah. Nah, itu.","Begitu mendalami soal bisnis fashion, tapi aku harap tidak seburuk yang aku bayangkan lah. Nah, itu."
Hari Minggoean_001,0:29:45,0:29:49,"Aja. Nah, sekarang kita masuk. Habis itu.","Aja. Nah, sekarang kita masuk. Habis itu."
Hari Minggoean_001,0:29:49,0:29:53,Aku nonton catwalk pertama kalinya di Jogja.,Aku nonton catwalk pertama kalinya di Jogja.
Hari Minggoean_001,0:29:53,0:29:57,"Fashion Week ini. Dan, wah!","Fashion Week ini. Dan, wah!"
Hari Minggoean_001,0:29:57,0:29:58,Suatu pengalaman.,Suatu pengalaman.
Hari Minggoean_001,0:29:58,0:30:06,Yang baru. Gimana ya?,Yang baru. Gimana ya?
Hari Minggoean_001,0:30:06,0:30:08,Bajunya sebenarnya.,Bajunya sebenarnya.
Hari Minggoean_001,0:30:08,0:30:15,"Kalau boleh jujur, aku nggak tahu itu bagusnya di mana. Dalam artian.","Kalau boleh jujur, aku nggak tahu itu bagusnya di mana. Dalam artian."
Hari Minggoean_001,0:30:15,0:30:32,"Aku bukan bilang ini jelek ya, tapi aku masih belum punya sense untuk memaknai sebuah karya seni dari fashion. Karena aku percaya untuk memahami dengan lebih utuh, itu.","Aku bukan bilang ini jelek ya, tapi aku masih belum punya sense untuk memaknai sebuah karya seni dari fashion. Karena aku percaya untuk memahami dengan lebih utuh, itu."
Hari Minggoean_001,0:30:32,0:30:35,Tuh harus.,Tuh harus.
Hari Minggoean_001,0:30:35,0:31:46,"Menjadi pelaku, gak ketang sekedar coba-cobalah, at least coba-coba Bukan yang nyemplung terus jadi profesional dan mempertaruhkan hidup disitu Gak gitu juga, gak harus gitu juga, tapi seenggaknya harus mencoba Atau mungkin setidaknya tahu lebih dalam Dan aku masih belum mendalami soal fashion Gak pernah juga nyoba-nyoba Dan ya itulah, aku masih banyak penasaran, pengen banyak ikut event-event kayak gitu Untuk jadi lebih tau apa sih yang dicari, apa sih titik yang dianggap estetik dari sini Apakah pesannya, atau mungkin dari lipetan-lipetan bajunya Atau Bagaimana model-model itu melenggak di atas catwalk, di atas panggung Aku pasti pengen cari tahu itu Sekali lagi teman-teman, untuk yang mendengarkan, yang iseng banget mendengarkan sampai sejauh ini Karena siniar ini sebenarnya sangat ngalor ngidul dan aneh Saya tidak menghina.","Menjadi pelaku, gak ketang sekedar coba-cobalah, at least coba-coba Bukan yang nyemplung terus jadi profesional dan mempertaruhkan hidup disitu Gak gitu juga, gak harus gitu juga, tapi seenggaknya harus mencoba Atau mungkin setidaknya tahu lebih dalam Dan aku masih belum mendalami soal fashion Gak pernah juga nyoba-nyoba Dan ya itulah, aku masih banyak penasaran, pengen banyak ikut event-event kayak gitu Untuk jadi lebih tau apa sih yang dicari, apa sih titik yang dianggap estetik dari sini Apakah pesannya, atau mungkin dari lipetan-lipetan bajunya Atau Bagaimana model-model itu melenggak di atas catwalk, di atas panggung Aku pasti pengen cari tahu itu Sekali lagi teman-teman, untuk yang mendengarkan, yang iseng banget mendengarkan sampai sejauh ini Karena siniar ini sebenarnya sangat ngalor ngidul dan aneh Saya tidak menghina."
Hari Minggoean_001,0:31:46,0:31:52,Atau menjelek-jelekan Fashion designer atau segala macem.,Atau menjelek-jelekan Fashion designer atau segala macem.
Hari Minggoean_001,0:31:52,0:31:57,Ini lebih ke aku yang masih belum paham aja.,Ini lebih ke aku yang masih belum paham aja.
Hari Minggoean_001,0:31:57,0:32:05,"Oke, itu. Dan minggu kemarin ditutup hari Sabtunya. Aku ada.","Oke, itu. Dan minggu kemarin ditutup hari Sabtunya. Aku ada."
Hari Minggoean_001,0:32:05,0:32:15,"Penampilan. Jadi, aku ada penampilan. Aku sebenarnya ini bisa dibilang, gak bisa dibilang penari profesional. Tapi aku nari lah. Nari dari.","Penampilan. Jadi, aku ada penampilan. Aku sebenarnya ini bisa dibilang, gak bisa dibilang penari profesional. Tapi aku nari lah. Nari dari."
Hari Minggoean_001,0:32:15,0:32:22,"SMP. SMP tuh sempat keputus setahun dua tahun, habis itu.","SMP. SMP tuh sempat keputus setahun dua tahun, habis itu."
Hari Minggoean_001,0:32:22,0:32:41,"SMA di akhir masa SMA tuh aku nari lagi dan di kuliah aku nari dan sampai sekarang aku masih nari atau bergelut di bidang tari kalau di SMA, eh bukan di SMA, di kuliah itu aku bergelut di kesenian Aceh di sebuah","SMA di akhir masa SMA tuh aku nari lagi dan di kuliah aku nari dan sampai sekarang aku masih nari atau bergelut di bidang tari kalau di SMA, eh bukan di SMA, di kuliah itu aku bergelut di kesenian Aceh di sebuah"
Hari Minggoean_001,0:32:41,0:32:46,Sanggar di satu universitas di Yogyakarta. Kesenian,Sanggar di satu universitas di Yogyakarta. Kesenian
Hari Minggoean_001,0:32:46,0:32:49,Aceh yang tadi aku sebut ya kesenian Aceh dan sampai sekarang aku masih aktif.,Aceh yang tadi aku sebut ya kesenian Aceh dan sampai sekarang aku masih aktif.
Hari Minggoean_001,0:32:49,0:32:53,Disana dan aku memang into banget sama.,Disana dan aku memang into banget sama.
Hari Minggoean_001,0:32:53,0:32:56,Kesenian ini terutama di bidang tariannya dan.,Kesenian ini terutama di bidang tariannya dan.
Hari Minggoean_001,0:32:56,0:33:04,Aku udah ngajarin bergenerasi-generasi di mana di sanggar itu.,Aku udah ngajarin bergenerasi-generasi di mana di sanggar itu.
Hari Minggoean_001,0:33:04,0:33:18,"Dan untuk bisa menari lagi setelah sekian lama Sampai sebelum pandemi, aku aktif banget nari. Selalu ada penampilan, ikut, selalu ada penampilan, ikut, ikut, ikut, ikut. Pas pandemi.","Dan untuk bisa menari lagi setelah sekian lama Sampai sebelum pandemi, aku aktif banget nari. Selalu ada penampilan, ikut, selalu ada penampilan, ikut, ikut, ikut, ikut. Pas pandemi."
Hari Minggoean_001,0:33:18,0:33:28,"Dan setelah pandemi, nggak banyak karena pertama, anggota-anggota yang cowok itu berkurang. Jadinya nggak.","Dan setelah pandemi, nggak banyak karena pertama, anggota-anggota yang cowok itu berkurang. Jadinya nggak."
Hari Minggoean_001,0:33:28,0:33:46,"Bisa nari bareng lagi dan tari Aceh kebanyakan dari kelompok. Nggak ada orangnya, berarti nggak nari. Cuma ada dua, cuma ada tiga, itu nggak cukup untuk melakukan satu buah tarian. Paling minimal itu tujuh. Tujuh pun dikit banget. Ideal minimum itu sebenarnya sembilan. Tapi tujuh.","Bisa nari bareng lagi dan tari Aceh kebanyakan dari kelompok. Nggak ada orangnya, berarti nggak nari. Cuma ada dua, cuma ada tiga, itu nggak cukup untuk melakukan satu buah tarian. Paling minimal itu tujuh. Tujuh pun dikit banget. Ideal minimum itu sebenarnya sembilan. Tapi tujuh."
Hari Minggoean_001,0:33:46,0:33:50,It's okay. Ya itu.,It's okay. Ya itu.
Hari Minggoean_001,0:33:50,0:34:06,"Makin gak ada orang, makin gak banyak yang minat, gak ada orang yang nyontohin kalau misalnya ini tariannya seru banget. Ya itulah. dan akhirnya kemarin bisa lari lagi dan selama latihan.","Makin gak ada orang, makin gak banyak yang minat, gak ada orang yang nyontohin kalau misalnya ini tariannya seru banget. Ya itulah. dan akhirnya kemarin bisa lari lagi dan selama latihan."
Hari Minggoean_001,0:34:06,0:34:11,Seminggu itu capeknya pak capek banget udah.,Seminggu itu capeknya pak capek banget udah.
Hari Minggoean_001,0:34:11,0:34:33,"Udah kerasa jompo sumpah Nafas lebih gampang ngos-ngosan, sendi, otot, kalau nggak pake peragangan, nggak pake pemanasan, ketarik semua, malamnya sakit, bangun paginya langsung kaku semua, wah parah.","Udah kerasa jompo sumpah Nafas lebih gampang ngos-ngosan, sendi, otot, kalau nggak pake peragangan, nggak pake pemanasan, ketarik semua, malamnya sakit, bangun paginya langsung kaku semua, wah parah."
Hari Minggoean_001,0:34:33,0:34:37,"Memang Tapi ya itu, aku enjoy, walaupun.","Memang Tapi ya itu, aku enjoy, walaupun."
Hari Minggoean_001,0:34:37,0:35:21,"Ada kesalahan beberapa teknis karena memang Namanya cowok ya, ya kami gak bisa dibilang profesional juga sih ya Itu latihan pada males-malesan, bolong-bolongan Gak setiap saat itu Apa namanya, full latihannya Full team maksudnya, jadinya ya begitulah Tapi intinya aku seneng, nampil walaupun di tempat paling gak enak di Jogja buat nampil, yaitu di KM0 Ya itu tempat paling chaos boy Aku bertahun-tahun berkali, ya nggak berkali-kali sih, ada kali tiga, tiga, empat kali nampil di KM","Ada kesalahan beberapa teknis karena memang Namanya cowok ya, ya kami gak bisa dibilang profesional juga sih ya Itu latihan pada males-malesan, bolong-bolongan Gak setiap saat itu Apa namanya, full latihannya Full team maksudnya, jadinya ya begitulah Tapi intinya aku seneng, nampil walaupun di tempat paling gak enak di Jogja buat nampil, yaitu di KM0 Ya itu tempat paling chaos boy Aku bertahun-tahun berkali, ya nggak berkali-kali sih, ada kali tiga, tiga, empat kali nampil di KM"
Hari Minggoean_001,0:35:21,0:35:26,0 dan di arah sekitaran situ. Selalu keus.,0 dan di arah sekitaran situ. Selalu keus.
Hari Minggoean_001,0:35:26,0:35:37,"Selalu capek nunggunya, di situ nggak ada apa-apa. Gak ada tempat buat nunggu, gak ada ruang transit segala macem kalau panas-panas, kalau malam kedinginan-kedinginan.","Selalu capek nunggunya, di situ nggak ada apa-apa. Gak ada tempat buat nunggu, gak ada ruang transit segala macem kalau panas-panas, kalau malam kedinginan-kedinginan."
Hari Minggoean_001,0:35:37,0:35:41,Wah itu gila Tapi tetap aja walaupun.,Wah itu gila Tapi tetap aja walaupun.
Hari Minggoean_001,0:35:41,0:36:01,"Kondisinya tidak ideal Buatku tetap menyenangkan karena bisa menari lagi bersama sanggar yang sama Yang mendidikku dan jiwa kesenian tariku juga Ya, mungkin itulah untuk episode minggu ini. Banyak banget yang diobrolin. Dan banyak.","Kondisinya tidak ideal Buatku tetap menyenangkan karena bisa menari lagi bersama sanggar yang sama Yang mendidikku dan jiwa kesenian tariku juga Ya, mungkin itulah untuk episode minggu ini. Banyak banget yang diobrolin. Dan banyak."
Hari Minggoean_001,0:36:01,0:36:10,Hahaha yang nggak jelas. Aku harap kalian yang dengerin bisa menikmati pun. Kalau nggak.,Hahaha yang nggak jelas. Aku harap kalian yang dengerin bisa menikmati pun. Kalau nggak.
Hari Minggoean_001,0:36:10,0:36:31,"Bisa menikmati nggak apa-apa. Kalian bisa buka dan dengerin sebentar. Aku juga udah seneng. Dan terima kasih banget kalau kalian bisa dengerin sampai akhir episode ini Kita bakal ketemu lagi Insyaallah, semoga aku tidak malas dan harus tidak malas Di episode atau minggu berikutnya.","Bisa menikmati nggak apa-apa. Kalian bisa buka dan dengerin sebentar. Aku juga udah seneng. Dan terima kasih banget kalau kalian bisa dengerin sampai akhir episode ini Kita bakal ketemu lagi Insyaallah, semoga aku tidak malas dan harus tidak malas Di episode atau minggu berikutnya."
Hari Minggoean_001,0:36:31,0:36:35,Sampai jumpa.,Sampai jumpa.
